media,title,description,pubDate,cat,link,text
국방일보,[한눈에] 연재목록_세계는 사이버전쟁 중 ing,특히 민간 해커들이 경제적 이익을 얻기 위해 일으키는 해킹 사건이 아닌 국가안보와 직결되는 정치·군사적 목적의 사이버 전쟁 사례들을 그 배경과 함께 살펴보고자 한다. 군사적으로 ‘전쟁(War)’과 ‘전... ,2021-02-08 07:32:00,"해킹, 해커",http://kookbang.dema.mil.kr/newsWeb/20210104/3/BBSMSTR_000000100135/view.do,"



본 기획은 육상·해상·공중 그리고 우주와 함께 제5의 전장으로 떠오른 사이버 공간에서 벌어지는 ‘사이버 전쟁’의 실제적 위협에 대해 살피고자 마련됐다. 특히 민간 해커들이 경제적 이익을 얻기 위해 일으키는 해킹 사건이 아닌 국가안보와 직결되는 정치·군사적 목적의 사이버 전쟁 사례들을 그 배경과 함께 살펴보고자 한다. 군사적으로 ‘전쟁(War)’과 ‘전(Warfare)’이 엄연히 구분되는 개념이지만 독자들의 이해를 돕기 위해 제목과 내용 모두에 ‘사이버 전쟁(Cyber War)’만을 사용한다. <편집자>





■ 코소보: 사이버 전쟁의 서막 (상·하)







1회 : 2021년 1월 4일자

코소보 내전 전장, 물리적 공간 넘어 ‘온라인 확전’ ☞ PDF 지면 읽기





2회 2021년 1월 11일자

러·중 해커 사이버전 가담, 무방비 美·나토에 타격 ☞ 지면 PDF 읽기







■ 에스토니아: 최초의 대규모 사이버전쟁(2007.4.27~5.18) (상·하)







3회 2021년 1월 18일자

‘소련 지우기’ 청동군인상 이전… 사이버戰 도화선으로 ☞ 지면 PDF 읽기





4회 2021년 1월 25일자

좀비PC 100만 대 디도스 공격에 국가 마비 사태 ☞ 지면 PDF 읽기







■ 하이브리드 워(Hybrid War): 러시아-조지아 전쟁 (2008. 8. 7 ~ 12) (상·하)







5회 2021년 2월 1일자

전략적 중요 시설 무력화…조지아, 5일 만에 항복 ☞ 지면 PDF읽기







6회 2021년 2월 8일자



육·해·공+사이버 공간까지…네 개 전선 동시 공격 ☞ 지면 PDF읽기







■ 글쓴이

필자 박동휘 소령은 육군사관학교 61기로 졸업·임관한 후 연세대학교에서 석사 학위를 받았으며, 이어 미국 워싱턴대학교(University of Washington·시애틀 소재)에서 사이버전쟁과 전략에 관한 연구로 박사 학위를 수위했다. 현재는 육군3사관학교 군사사학과 학과장으로서 역사, 전쟁사, 군사전략 등을 지도하고 있다.





< 저작권자 ⓒ 국방일보, 무단전재 및 재배포 금지 >"
